Capitulo	Texto
"La Plazuela de las Cabezas
"	"(Con esta santa jaculatoria se santiguará tres veces al acostarse y levantarse y es suficiente; pues válida para hombres y mujeres y cargándola en el pecho como reliquia y poniéndose fe en ella se ganan muchas indulgencias plenarias, remisión de los pecados, etc., etc.)
Aunque no se sepa la jaculatoria cargándola en el pecho y poniéndose fe en ella se consigue lo que se desea alcanzar”"
"La Plazuela de las Cabezas
"	Es por estos últimos consejos, la de cargarla en el pecho como reliquia, que ño Bilique ha mandado a imprimirla en unos pequeños libritos, sin pie de imprenta, que por su menor tamaño pueden efectivamente llevarse pendientes de un cordón cualquiera. Para disfrazar la superchería que contiene la sui generis oración ño Bilique ha hecho agregarle en seguida una verdadera a Jesús Sacramentado con ochenta días de indulgencia concedidos por el Arzobispo señor Bartolomé de la Heras, por cada vez que se rece y que se santigüen tres veces y recomienda se lleve consigo en el pecho
"La Plazuela de las Cabezas
"	"Sin embargo, más desembozadamente  que ño Belique, otro negro brujo tamalero, en las Carrozas, muy conocido en Lima por llevar en una de las canastas un tremendo muñeco de maleficio vende una variante que es la que sigue: 
“Hay leones que vienen contra mi. Deténganse en sí propio como se detuvo Mi Señor Jesucristo y le dijo al Justo Juez: ¡Ea Señor! A mis enemigos veo venir y tres veces repito, no me vean; boca tengan, no me hablen; manos tengan, no me toquen; pies tengan, no me alcancen. La sangre les beba y el corazón les parta. Por aquella camisa en que su Santísimo Hijo fue envuelto, me he de ver libre de malas lenguas, prisiones, de hechicerías y maleficios, para lo cual me encomiendo para todo lo angélico y sacrosanto, y me han de amparar los santos Evangelios. Y llegareis derribados a mi como el Señor derribó  el día de Pascua a sus enemigos. Y por la Virgen María y (la) Hostia consagrada que me he ver libre de prisiones, ni seré libre, ni atropellado, ni mi sangre derramad, ni moriré de muerte repentina. Dios conmigo, yo con él. Dios delante, yo tras él"
"La Plazuela de las Cabezas
"	Amen, Jesús, María y José”
"La Plazuela de las Cabezas
"	"También ño Belique es prestidigitador y quisiera tener para él el poder de repetir las fechorías del aquel otro infernal hechicero, que según el decir de las beatitas, hizo bailar contra su voluntad, ¡el muy lisísimo! Al padre Gual en pleno puente de piedra un muy aceptable rigodón. Vende así mismo trocitos de piedra imán para conseguir ganancias en los negocios. Los coloca en uno de esos pañuelos de seda carmesí, en que vienen dentro de sus cajas de laca roja y negra con figurillas, las mantas bordadas chinas, les agrega varias agujas, huairuros, cintas de variados colores, moneditas, arenilla, limallas y otras cosas para mantenerlas pues comen mucho (sic) y de contera alguna joya con su piedra preciosa, ya que suelen decir: 
“Plata llama plata 
Perlas llaman perlas”"
"La Plazuela de las Cabezas
"	"Más lo mejor del caso es que si al cabo de algún tiempo se rompe el pañuelo se da el supersticioso comprador con la ingrata nueva de no encontrar la plata ni la joyitas. Hace tiempo que de ellas dispuso el pícaro prestidigitador. Ño Bilique ejerce sobre la pobre gente una fascinación en razón directa con su ignorancia. A mayor ignorancia, mayor temor a sus maleficios y brujerías. Las mismas beatitas de hábito del Carmen y correa al cinto, concurrentes a los Descalzos, el Baratillo, San Lorenzo y Copacabana, pese a los buenos consejos y prédicas de los sacerdotes, cuando se encuentran en la calle frente a frente con él, se persignan y no dejan de rezar en seguida la oración a San Cipriano, que libra a sus devotas de yoda demoniaca hechicería:
“Glorioso San Cipriano
Patrón del Monte Mayor:
Líbranos de los brujos y brujas
Que hay en nuestro derredor,
Y de hombre y mujeres
DE mala intención”"
"La Plazuela de las Cabezas
"	DE vez en cuando llegan por aquí poderosos competidores a la vez proveedores de ño Bilique. Y son éstos los “jamillas”. Indios bolivianos, de largo pelo trenado, poncho multicolor, pullucata listada y alforjas de delicado tejido. Estos indios ejercen el doble oficio de curanderos y brujos llevan siempre un buen surtido de piedras imán  macho y hembra coplas negra y blanca amuletos de piedra berenguela, cebadilla para matar las gallinas del enemigo, polvos curativos con cuya venta explotan de lo lindo a los ingenuos individuos que nunca faltan. Una de sus mayores supercherías es acomodar los huairuros en una cajita para que “hagan cría” y venga así la felicidad. Aseguran el engaño prohibiendo que los aguaiten pues si esto se hace los huairuros que son muy celosos esconden la cría y maldicen al curioso
"La Plazuela de las Cabezas
"	Y esta es la vida en la barriada de las Cabezas, de los “mojinos” de los “macuitos”, de los hombres de los tres fanatismos: el de don Nicolás Piérola como caudillo político, el de Ángel Valdez, el maestro como primer espada, y el de don Francisco Pineda, muy suyo también por la raza, como “doctor”. Ese don Pancho varón inflamado de caridad cuyo cadáver no ha mucho llevaron algunos miles de hombres, llorando, hasta el Cementerio General, en un entierro que no veía Lima desde Francisco de Paula González Vigil..
"La Plazuela de las Cabezas
"	"Y esta es la vida del: 
“Gallinacito se fue al rio
Con su peine y su jabón,
A lavarse la cabeza
Pensando que era español”
en el año de gracia de 1886 y en la ciudad de Lima, pintoresca, fanfarrona, alegre y a pesar de los tremendos desastres acabados de pasar, confiada"
"La Plazuela de las Cabezas
"	(Si la casona colonial de los Carrillo debe ser el teatro en que se desarrolle la trama de la primera novela limeña, el doctor Francisco Pineda debe ser uno de sus primeros personajes. Tipo romántico a su manera, simpático, digno de encarnar un aspecto especial de nuestra ciudad, Pineda tiene su puesto allí en la novela, en la leyenda popular. Ya que el agradecimiento no se hereda y que las gracias solamente las da la generación que recibe el favor, no las siguientes, es necesario que Pineda sea un tipo perdurable por medio de la literatura criolla. Alto, corpulento, un verdadero zambo, de pelo lanudo y de recia contextura, vestido con lamentable descuido, olvidando alguna vez la corbata presentándose otra en la casa de los Avendaño, calzado el pie derecho con botín clásico y el zurdo con casera zapatilla, don Pancho fue uno de los hombres más queridos en Lima y no sólo uno de los más queridos sino aun de los más sabios. Su fama médica cubría la ciudad. Solicitado al igual que su colega Almenabas por las familias aristocráticas de arriba y el puente no acudía a las llanadas antes
"La Plazuela de San Juan de Dios
"	"A los hermanos Rosa, José y Carlos Pareja Paz Soldán
EL ASPECTO OFRECE la calle de Boza, en comparación al presentado por las vecinas calles del “Comercio” continuada sucesión de tiendas y almacenes, a veces interrumpida por una casona colonial como la que levántase en Espaderos y es conocida con el nombre de la “Cadena” y las residenciales de la Amargura y de Belén en cuyas casas de amplísimos patios, ya medio modernizados por el destierro de los poyos del zaguán y del empedrado reluciente y húmedo adornado por los huesecillos de carnero, habitan adineradas familias aristócratas es vario y abigarrado"
"La Plazuela de San Juan de Dios
"	Entrando por Baquíjano, lo primero que se encuentra, a la mano de derecha es una pulpería de dos puertas con saloncito y “todo”. Síguele la botica de don Caros Scotti italiano venido al Perú en la misma época que toda esa pléyade de sabios como Raimondi, Evoli y Copello muy recomendada por los médicos residentes en el barrio: los doctores A. Vásquez de Velazco, Almenara Buttler y Almenabas. Una colchonería, situada inmediatamente después de la botica, es el sitio de reunión de casi todos los alemanes que viven en Lima, pues sus dueños han tenido la curiosa idea de colocar como aditamento al negocio de lanas y crines la venta de lengua salada con salsa alemana provocadora de una sed, saciable sólo con buena cerveza..
"La Plazuela de San Juan de Dios
"	Un herrero instalado en el cercano corralón es el perturbador constante del silencio, con su monótono martilleo. Una fonda de chinos es su vecina
"La Plazuela de San Juan de Dios
"	Sobre la otra acera formando esquina con San Cristóbal está el café “8 de septiembre”, propiedad del súbdito italiano don Carlos Drago. Constituye el club social de los cocheros  que esperan “chapar” algún pasajero chalaco  y de los empleados y conductores del F.C. Inglés. En el “8 de septiembre” pueden charlar de todo sin censura alguna y regalarse con los chicharrones. El café y los picantes que suelen venderlos tan buenos aquí. A manera de novedad posee Drago una enorme pecera, colocada sobre el mostrador, y en la que, entre grandes trozos de espuma de mar y algas verdes, nadan brillosos y multicolores pececillos. Exorna la testera una talla alegórica de Young que representa a un hombre jinete sobre melenudo león
"La Plazuela de San Juan de Dios
"	"Casas grandes, en la acepción limeña del vocablo, no existen sino tres en Boza. Dos en el lado izquierdo y una en el derecho. Y aquí, preciso es hablar de la venerable mansión de los PazSoldán. Una casona de las más espaciosas de la capital, con zaguán, dos patios y hermoso jardín colindante con el cercano monasterio capuchino de Jesús María. La fachada con su zócalo alquitranado su ancha y panzuda ventana, su puerta a la escalera de caracol, su tiendecita con altillo donde los bondadosos franceses Cerraval tienen su mercería su balcón corrido, y el barandal de la azotea que domina la calle, danle un aspecto original: el peculiar a las construcciones señoriales limeñas de mediados de esta centuria. En ella ha muerto hace pocos días el ilustre historiador de nuestros primeros años republicanos y de nuestra guerra con Chile, don Mariano Felipe Paz Soldán. Interpretando el general sentimiento de la sociedad fueron enterrados sus restos con los honores debidos a los de un Ministro e Estado. Hoy reside en la casona de Boza don Carlos Paz Soldán, dignísimo hijo de don Mariano y así mismo escritor erudito escritor y amante del pasado peruano. 
Los extranjeros cultos que pasan por la ciudad tres veces coronada no se quedan sin visitar esta casa con el fin de adquirir las obras escritas por los Paz Soldán y en especial la revista Peruana fundada por don Mariano Felipe 1879 y cuyo editor fue don Carlos. Valiosísima es una colección de esta revista, pues en ella se han insertado importantes colaboraciones de González La Rosa, Lavalle, Palma, Mendiburu, Polo Zegarra, Lorente, Vivero y otros conocidos escritores. La Guerra Nacional interrumpió, desgraciadamente para el conocimiento de nuestra historia, la publicación de tan importante periódico, loado con justicia dentro y fuera del país"
"La Plazuela de San Juan de Dios
"	"La historia de la familia Paz Soldán constituye un capítulo en la historia de la intelectualidad limeña, ya que pese a su origen arequipeño, sus más conspicuos miembros don José Gregorio, don Mariano Felipe y don Mateo se radicaron en Lima y acá formaron familias cuyo principal aspecto fue siempre intelectual. Por las venas de la generación limeña Paz Soldán corre sangre de don Hipólito Unanue, don Andrés Martínez, los Vallerriestra, los Rouad y de tantos varones que se distinguieron en las letras y las ciencias. En nuestra patria desde el cincuenta hasta el ochenta no existe obra científica o literaria en la cual no figure un Paz Soldán. Don José Gregorio, don Mariano Felipe y don Mateo entre los antiguos, y don Carlos y don Pedro entre los nuevos van a merecer en estas líneas un recuerdo pequeño, dejado al pasar y traído a la punta de nuestra pluma, por la visita que hemos hecho a la casa Boza, mientras enderezábamos nuestros pasas hacia San Juan de Dios. 
Don José Gregorio, cuyo enorme talento lo hizo ser todo lo que deseaba en el Perú: Ministro en las carteras de Hacienda y Relaciones Exteriores, Rector de la Universidad Mayor de San Marcos, Fiscal de la Nación, jurista, diplomático, escritor defensor del Mariscal Castilla bajo el seudónimo agorero de Casandra y periodista. Fue el verdadero tipo humanista clásico. Sus enemigos implacables tuvieron casi siempre que embotar sus emponzoñados dardos más en la parte física que en la moral de don Gregorio. Su corpulenta figura, su frente abombada, sus ojillos rasgados de tipo mongólico encapotados, su nariz ñata y sus típicas biscotelas desviaban los ataques que le dirigieron los escritores de oposición, siempre injustos e intolerantes como el famoso Murciélago y otros. Don Mariano Felipe comenzó la carrera de jurisconsulto y de magistrado, que no había de continuar mucho tiempo; fue, luego, al extranjero a estudiar el sistema penitenciario para construir después el edificio del Panóptico, uno de los más interesantes de Lima (la puerta de este edificio fue pintada de verde así como las rejas famosas de la Amargura, su valor de rapacidad de los chilenos invasores); ocupó la Dirección de Obras Públicas y luego los Ministerios de Negocios Extranjeros con Castilla y de Justicia con Balta, Prado y La Puerta, dejando en todos los citados cargos la huella de su inteligencia y patriotismo. Perseguido por el enemigo se expatrió a la Argentina y vivió allí de su trabajo: la enseñanza, hasta que volvió a su Lima para morir enseguida. En todas las habitaciones del ala derecha de su casona, entre la ventana y la gran sala fronteriza al patio, en estantes que llegan al cieloraso, queda par sus herederos continuadores de la tradición familiar, la rica biblioteca peruana que formó don Mariano Felipe: libros, folletos, manuscritos, periódicos inencontrables hoy, de nombres no conocidos por esta ni la otra generación, El Espejo de mi Tierra, El Espía, El Estornudo del Diablo, El Fraile, El Gabacho, El Grito en Cuello, El Garibaldi, El Garrote, Juancho Chichugua y su padrino don Ciriaco... Periódicos eventuales de pocos números y reducido tiraje que harían la delicia de mas de un coleccionador. Correspondencia manuscrita de todos los grandes y pequeños hombres que nos dieron patria y después de aquellos que la malograron. Las cartas de Bolívar, San Martín, Sucre, Riva Aguero, Vidaurre, Luna Pizarro, Santa Cruz, Salaverry y Gamarra duermen en los anaqueles de don Mariano sin que su mano amiga y sus miradas comprensivas vengan a estudiarlas hasta tardes horas de la noche al reflejo de las luces de las arañas de gas, como hacíalo hasta hace poco su dueño"
"La Plazuela de San Juan de Dios
"	"Don Mateo, en cambio, tuvo una corta y trágica existencia. No llegó a cumplir cuarenta y cinco años de edad y cayó de un ataque cerebral, producido por las contrariedades que el medio hostil e incomprensivo puso a su carrera de hombre honrado que gritaba la verdad. No es, por cierto, una mentira que los hombres se atreven a señalar faltas y los delitos de sus contemporáneos atraen sobre sí odios imperecederos. Don Mateo fue matemático, gran matemático, el único en su tiempo y el único hasta hoy; solamente tratando sobre esta disciplina podemos recordar a Garaycochea. Humanista, estudió griego, latín, teología, filosofía, literaturas antigua y moderna y matemáticas puras y mixtas. Vuelto al Perú después de presenciar la revolución del 48 y absorber las ideas que hicieron de ella el signo de una revolución mundial, no pudo don Mateo asistir impasible vibrando aun en sus oídos el eco de las palabras de Lamartine, LedruRollin y Luis Blanc a la orgía financiera que significó la consolidación, suceso escandaloso, índice de la inmoralidad alcanzada por nuestros hombres públicos. El quinquenio del 50 al 55 quedará para desgracia nuestra, como ejemplo de cómo un gobernante condescendiente pudo admitir que una camarilla política ejerciera despotismo tan irritante en el manejo del tesoro nacional. Fue entonces cuando don Mateo recordando sus tiempos de redactor del Pabellón Nacional, en el que batallar en Arequipa el cuarenta y tantos junto con Ignacio Novoa y Jacinto Ibáñez llevó a El Comercio las letrillas que firmó con amargura Tomás de la Ponza. Estas composiciones atrajeron sobre él prisión dramática, cárcel, miseria y sobre todos los males el peor de ellos, la desesperanza ... Mientras escribimos estas líneas tenemos a la vista un daguerrotipo suyo hecho en Francia por los días en que daba a luz en París su tratado de trigonometría. Su aspecto de hombre sereno, seguro de sí mismo, salta a través del cristal ofreciéndose a la vista su ancha frente algo abombada, sus ojos de expresión profunda, acostumbrados a contemplar el cielo, su gruesa nariz, su boca que no contrae rictus alguno y corta barba rizosa, como la cabellera, que rodea la faz tranquila. De amplia levita obscura con bocamangas, chaleco blanco sin cadena ni dijes, sin guantes y con un simple bastón, sus manos sin anillo alguno, su corbata desprovista del pasador de oro indispensable entonces, este daguerrotipo es la pintura más acabada del sabio sencillo y puro. 
Pasamos de los tíos, desaparecidos ya, a los sobrinos. Entre los literatos peruanos de hoy, Juan de Arona:
“A mi me pusieron Pedro
Yo después me puse Juan”
es uno de los mejores y el más nacionalista de ellos. Sus ataques sarcásticos, injustos y crueles, en veces, a la realidad actual, son por explicable paradoja, frutos de su amor al Perú y a todo lo peruano. Los chispazos y sonetos que ha escrito son el bisturí sobre la llaga, el remedio sobre la enfermedad, la mano que descubre lo infecto para curarlo al sol... Sus Ruinas y Poesías Peruanas lejos del purismo y del empleo de voces castellanas arcaicas, valen por lo peruano del asunto,  del habla y del espiritu mas peruano aún que las anima y por fin su Diccionario de Peruanismos es una obra que vivirá en manos de los limeños cultos mientras viva Lima. De su casa, en la Amargura, viene Pedro Paz Soldán y Unanue, con cierta frecuencia a la casa de Boza. Alto, bien plantado, su figura es simpática, blanco, con los ojos rasgados y la frente familiares, el cabello negro rizado, bigote abundante y pera de candado, correctamente vestido de luto cerrado por la muerte de su esposa, a quien idolatraba, siempre de cuello volteado y corbatita. Juan de Arona es familiar en la plazoleta de San Juan de Dios; acompáñale, a veces, uno de sus hijos pequeños todavía, o su sobrino Dominguito Vallerriestra que a su lado aprende a escritor y a quien explica quedamente su último poema a la memoria de Cipriana, La Venganza de la Muerte.."
"La Plazuela de San Juan de Dios
"	Renunciamos, pese a lo prometido, tratar de don Carlos. Nuestra amistad nos haría incurrir en los elogios desmesurados a su saber y a su talento, pues las horas pasadas en unión suya al pie del tablero de ajedrez, han creado en nosotros un fuerte aprecio hacia él. Don Carlos es uno de los mas devotos aficionados al ajedrez en Lima; el fue quien cedió varias páginas de Revista Peruana para insertar en ellas El Ajedrez y él mismo encuentra tiempo para reunir en su casa a los principales jugadores. El dentista francés monsieur Duclos, el joven M. Nemesio Vargas, que aficionadísimo a la historia patria está en Boza en su elemento, el vecino Alty, el señor y todos los franceses de Lima convertidos por Duclos en incansables ajedrecistas: el dentista de la aristocracia, Gaillour, Bechet, Rechon, Forgues, el fotógrafo don Adolfo Dubreuil, el arquitecto Chalon, casado con una Mendiburu, Courret, otro fotógrafo lleno de clara gracia e ironista que se ocupó en formar una “galerie” de todos los zonzos que ambulaban por nuestras calles, deben a Carlos Paz Soldán ratos muy agradables, interrumpidos en ciertas ocasiones por la necesidad que tiene de atender a sus otros visitantes: el erudito Polo, modesto, menudo y desgarbado, William Nation, rubicundo, canoso siempre de larga leva y tarro de unto, con un libro bajo el brazo y su señora una inglesita toda sonrisas colgada en el otro, González de la Rosa, Palma, Lavalle y el grueso y campechano comandante don Remigio Morales Bermúdez, grande amigo de la casa
"La Plazuela de San Juan de Dios
"	"La calle de San Cristóbal, denominada desde el establecimiento de la vía ferroviaria entre Lima y el Callao, en el 51, del tren quedando así la diferencia de su tocaya en los barrios altos es animada y alegre. Es una calle gastronómica, porque además del “8 de septiembre” que tiene otra puerta hacia ella, el mulato martinicano Layet ha abierto, un buen trecho más allá, su famoso “restaurant”; Layet, alto, grueso y barrigón demuestra con su humanidad la magnifica calidad de los potajes que expende y es el introductor en Lima de las tripas a la moda de Caen, hecho del cual preciase sobremanera ante sus marchantes. 
Otra herrería cuyo dueño Juliá se ocupa de ensordecer a los habitantes de por acá. De ella salen los más famosos calderos y alambiques, solicitados por las haciendas cañaveleras"
"La Plazuela de San Juan de Dios
"	"Misia Isabel es la “mestrita” del barrio. En su casa de San Cristóbal, con satisfacción general, cumple laboriosamente su misión. Su escuela es concurrida por niños y niñas de lo mejorcito que habitan en Pando, Boza, Filipinas y Pacae. 
Vale la pena verla en combate. Casi el ceño fruncido, abriendo de vez en cuando, desmesuradamente, los ojos bizcos para conseguir el silencio entre la chiquillería investida de todos los atributos inherentes a su cargo: viejo libro en una mano, en la otra usada palmeta, siéntase misia Isabel con cierto aire ceremonioso a tomar la lección “que debe saberse como el agua”... Para los incorregibles mataperros parlanchines y desaplicados “salidos de la faltriquera del patudo” según versión docente guarda la severa profesora diversos instrumentos coercitivos: orejas de burro, los trapos para cubrir la cabeza y la varita que se debe sostener entre los dientes. Los viernes amanece malhumorada la enjuta maestra. En ese día de la semana padece de jaqueca y se presenta ante los chiquillos, que se levantaban se sus silletitas de pájaro de bobo para darle en corro un chillón “Buenos días misia Isabel”, mas tarde que de costumbre y llevando en las sienes rodajas de papa con sal u hojitas de tabaco, infalibles remedios de su terapéutica casera, que no la curan pese a su reputación. Goza fama de excelente profesora de Geografía, mas la enseñanza que de esa ciencia suministra redúcese al aprendizaje memorístico de las ciudades que por capitales tienen las naciones del mundo. A fuer de católica papista no señala, y mientras tenga vida jamás lo hará, a Roma como capital del reino italiano. Y como si viviesen en años anteriores al 70, los discípulos, con el sonsonete y las pausas de obligación, repiten: “Francia, su capital: París; España, su capital: Madrid; Italia, su capital Turín; Estados Pontificios, su capital: Roma...”
Acompáñanla en su labor pedagógica, dos niñas, solteronas en ciernes. Una de ellas se pasa el día encargando a San Antonio, con eficaces oraciones a su bendita lengua que, intacta y rubicunda, se encuentra en Padua, los tres clásicos favores, expresados en el cantarcillo popular:
“San Antonio bendito
Tres cosas te pido:
Salvación y dinero
Y un buen marido”"
"La Plazuela de San Juan de Dios
"	"Las pasantes esperanzadas en tener esposo para la época en que se termine la construcción del canal de Panamá o antes del advenimiento del siglo nuevo, no han adquirido aún el agrio carácter que posee misia Isabel y así borran indulgentes, de las pizarritas las trayectorias de las balas que dibujan los chicuelos al simular  en ellas feroces y sangrientas batallas, ahorrando así a los estrategas coscorrones y reprimendas. La, por su estado, señorita Isabel es muy celosa en todo lo que se refiera al conocimiento del “Mosaico”. Aprendizaje que no encarga de cuidar a las pasantes y que gusta sobremanera de explicarlo mostrándose en ello una cuasipaleógrafa. Da, para honor suyo, evidente prueba de nacionalismo prefiriendo a los mosaicos españoles, el peruano que hace pocos años editó en Arequipa el incansable publicista don Francisco Ibáñez. En el aprenden de memoria los discípulos el Alfabeto del Niño, composición del cantor inmortal de Junín, José Joaquín de Olmedo:
“Juancito, la A.”
Y tras brevísima vacilación recita el chiquillo:
“Amor de patria comprende
Cuanto el hombre debe amar
Su Dios, sus leyes, su hogar
Y el honor que les defiende”
“A Carmencita le tocará, pues, ... la Y.”
Una atiplada vocecita paporretea:
“Yo debo de ser el primero
Para mi conservación:
Mas por buena educación
En sociedad el postrero”"
"La Plazuela de San Juan de Dios
"	"Misia Isabel no se conforma con la recitación y pide otra letra, pero claro y despacio, la T, por ejemplo, y Carmencita, ya mas segura la voz, recita:
Tiranía y opresión
Suenan y expresan lo mismo:
Para salir de esta abismo
Es honrosa toda acción”"
"La Plazuela de San Juan de Dios
"	A las cuatro de la tarde terminan las clases diarias, Misia Isabel vestida con peinadora de batista adornada con valencianas, falda negra y pañoleta sobre los hombros y las pasantes llevando polquines ceñidos, de vichi a cuadritos azules y blancos, a la una y a la otra de percalina francesa de color heliotropo, faldas cortas con bobos puestos sobre media carolina y pouffs muy moderados como conviene al recato de una niña salen a la puerta acompañando a alumnos y alumnas para entregárselos a los sirvientes y para cuidar de que no mataperreen los que van solos
"La Plazuela de San Juan de Dios
"	La plazoleta de San Juan de Dios, enclavadas en la manzana que por ese lado circundan Matajudíos y Serrano es uno de los rincones mas pintorescos de la capital. Engalánase su florido jardincillo, rodeado de antigua reja, con valiosa pila de bronce, una de las siete mayores que existen en Lima. A la sombra de sus añosos árboles la chiquillería del barrio juega, todas las tardes, a la pega, al mundo, al pan quemado y a la ronda, y más tardecito, charlan en sus bancas de mármol y cerca de las farolas, algunos enamorados
"La Plazuela de San Juan de Dios
"	La nota práctica y comercial de la plazuelita le da el “Regina Margherita” que la estrategia comercial de su italiano propietario ha instalado frente a la Bomba “Lima” y a las puertas de la estación. El largo balcón de la casa en que la familia Elmore ocupa casi todo un lado de la plazoleta
"La Plazuela de San Juan de Dios
"	Siempre que se realizaba una corrida de toros en beneficio de la “Lima”, San Juan de Dios estaba como dicen las viejecitas “hecho una gloria”. Los bomberos construían delante de la fachada de su edificio un arco triunfal; en el que se construían las delicadas banderillas primorosamente confeccionadas por señoritas limeñas y una vez hasta el traje de luces que vestiría el matador. En la víspera iluminaban extraordinariamente la fachada y arco y ofrecían al vecindario una retreta ¡colosal!
"La Plazuela de San Juan de Dios
"	"Pasamos revista, ahora, a los vendedores ambulantes, y otros tipos populares que frecuentan la plazuela:
Recostado en la reja establece su negocio un barquillero. Un brasero mantiene calientes a los frágiles barquillos metidos dentro de un tubo de lata. Según costumbre establecida en nuestras escuelitas, a la hora del lonche o fiambre, son ellas visitadas por los vendedores de golosinas. El primero en presentarse en la de misia Isabel es el barquillero encontrado así propicia ocasión para vaciar el tubo. 
Tampoco deja de venir por acá, entre Octubre y mayo, un heladero, que en veces suele sostener interesante palique con el barquillero y el celador. El tipo del heladero es curioso. De ordinario es un cholo coronguino “mata San Pedro”, borrado de viruelas, de pantalones de diablo fuerte y poco higiénico mandil. Carga su cubo con helados en la cabeza sobre una rosca de trapo y pregona su mercancía con destemplados gritos en maltratado castellano"
"La Plazuela de San Juan de Dios
"	Al obscurecer, cautelosamente, el maraquero llega a colocar su mesita de maraca, detrás de la reja y hacia el fondo, con la no santa intención de limpiar un poco los bolsillos de los jugadores inocentes. En la reluciente mesa algún pintor de brocha gorda ha pintado rígidos y antinaturales los caballos, blanco y negro, y el rey que paga doble. El dado es un cubito de madera pintado con las mismas figuras del tablero y que el maraquero sabe trincar admirablemente. A los pocos instantes de instalado ya lo rodea buen numero de muchachos y aun de gente grande que vas a arriesgar su níquel de a medio y quizá si su peseta inca. Los cholitos sirvientes arriesgan los cobres producto de la sisa sencilla como dirían los muy zamarros y los colegiales el resto de su propina. Hasta los muchachos que pasean en largos zancos, hechura reciente de don Luis Guayamares, el carpintero de Belén, cesan de caminar para arrojar desde su altura un “gordo” al caballo negro
"La Plazuela de San Juan de Dios
"	El linde divisorio entre plazuelas de San Juan de Dios y la de Micheo es portalón de la estación que abre el guarda vías don Manuel Gálvez. Don Manuel Gálvez es un cholón alto, robusto y de reposado continente; lector asiduo de El Artesano, diario defensor de los obreros, sólo abandona la lectura de él para colocar delante de los rieles el disco rojo, anuncio mudo de que el tren va a entrar o salir de la estación. Gálvez es casado con misia Dolores piurana y tiene una hija: Leonor. Toda la familia es muy conocida por la vecindad de Belén, pues por esa calle trafican a menudo durante el día, en el trayecto de su vivienda en un solarcito de Juan Simón a la estación y de ésta al solarcito. A familia va puntualmente a traer y dejar a su jefe a las horas de almorzar y comer y de allí que sean algo como el reloj viviente del barrio
"La Plazuela de San Juan de Dios
"	"Don Manuel es el historiador popular de la plazuela de San Juan de Dios y de su vecina la Micheo. A su vista de ha desplegado durante el cuarto de siglo de la vida de ambas. El entró a servir en su puesto antes del 2 de Mayo del 66 y solo le abandonará con la muerte; conoce a todos los vecinos, sabe sus cosas “de pe a pa” y cuando se halla de buen humor relata con agradable manera hechos interesantes, cuyos detalles va borrando el tiempo inexorablemente, sin que nadie se ocupe de conservarlos para el futuro. Al pie de la puerta, que tantas veces abre al día, tuvo lugar, por ejemplo, la muerte de uno de los hermanos Gutiérrez, Don Manuel la recuerda y la narra así: 
“Cabeza de mate” venía de Palacio, seguido de gente que momentos antes había estado dando mueras a los hermanos dictadores. Muy tranquilo llegó, su espada al cinto y en una mano un foete con empuñadura de plata (clarito lo estoy viendo, el puño del foete tenía forma de martillo) y entró a la estación por l puerta grande que queda junto a la Bomba. Lo acompañaba un oficialito.."
"La Plazuela de San Juan de Dios
"	"Hombre ¿cómo te llamas?
Patiño. Como era coronel tenia su ayudante"
"La Plazuela de San Juan de Dios
"	“Después se puso a pasear, impaciente, en el andén; y mire Ud. si lo estaría, que aun llegó a preguntarme hasta cuando no salía el tren para el Callao. En eso los dos grupos de gente, estacionados, el uno por la casa grande del doctor Silva Santisteban y el otro en la plazuelita junto a la reja, comenzaron a dar mueras al gobierno y vivas al señor Balta. Irritado, salió Silvestre al medio de la calle, imponiendo el silencio con su presencia. No paso gran rato de este episodio, a su repetición mas fuerte con mas numerosa gente; no aguantó Silvestre y desde la puerta descargó su pistola sobre el grupo de la Micheo; se le acabaron las balas, sacó otra pistola y disparó sobre los que se hallaban en San Juan de Dios. Aprovecharon esta circunstancia los primeros para darle muerte. “Ahí mismito que cayó se lanzaron a quitarle el dinero y los papeles que llevaba, despachos en blanco en blanco para la gente del Callao y toda la ropa al propio tiempo que lo ultimaban a tiros y pedradas. Luego entre yo y otros recogimos el cadáver, que únicamente traía calzoncillos, y lo metimos en ese cuartito
"La Plazuela de San Juan de Dios
"	“El oficialito huyó por la puerta por la que se comunican los trenes de Chorrillos y del Callao. Sin duda no paró hasta Palacio, en donde contaría al tuerto la muerte de su hermano ya que a pocos instantes después un escuadrón de caballería, sable en mano y a todo escape vino a la estación. Y hasta aquí lo que yo vi. A las doce de la noche hora en que ya estaba yo en mi casa, vino el pueblo ensañándome con el finado a sacar su cadáver para colgarlo de la torre y quemarlo mas tarde”
"La Plazuela de San Juan de Dios
"	"Y luego agrega don Manuel con cierta gravedad, alguna sentencia de su simple, ingenua y popular filosofía como ésta:
“Que variable somos los hombres, cómo cambiamos  de idea. ¿Quién diría a usted que, después del desgraciado fin corrido por Herencia de Zevallos y por Gamio, y de las revoluciones antipartidistas e Piérola, los antiguos enemigos de la dictadura Gutiérrez lamentaron su caída? Y los mismos que arrastraron los cadáveres  de los pobres Gutiérrez y las mismas mujeres que se mofaron de sus restos, cantaban en Ormeño y en la chicha de Corral, sentidamente:
“Coronel Gutiérrez
Dicen que lo han muerto:
Por su valentía
Ceniza lo han vuelto”"
